"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Pudasjärvi Sarakylä","2022","3","1","02:00","63"
"Pudasjärvi Sarakylä","2022","3","2","02:00","62"
"Pudasjärvi Sarakylä","2022","3","3","02:00","62"
"Pudasjärvi Sarakylä","2022","3","4","02:00","61"
"Pudasjärvi Sarakylä","2022","3","5","02:00","61"
"Pudasjärvi Sarakylä","2022","3","6","02:00","61"
"Pudasjärvi Sarakylä","2022","3","7","02:00","62"
"Pudasjärvi Sarakylä","2022","3","8","02:00","64"
"Pudasjärvi Sarakylä","2022","3","9","02:00","64"
"Pudasjärvi Sarakylä","2022","3","10","02:00","62"
"Pudasjärvi Sarakylä","2022","3","11","02:00","61"
"Pudasjärvi Sarakylä","2022","3","12","02:00","60"
"Pudasjärvi Sarakylä","2022","3","13","02:00","60"
"Pudasjärvi Sarakylä","2022","3","14","02:00","60"
"Pudasjärvi Sarakylä","2022","3","15","02:00","60"
"Pudasjärvi Sarakylä","2022","3","16","02:00","59"
"Pudasjärvi Sarakylä","2022","3","17","02:00","59"
"Pudasjärvi Sarakylä","2022","3","18","02:00","58"
"Pudasjärvi Sarakylä","2022","3","19","02:00","59"
"Pudasjärvi Sarakylä","2022","3","20","02:00","56"
"Pudasjärvi Sarakylä","2022","3","21","02:00","52"
"Pudasjärvi Sarakylä","2022","3","22","02:00","52"
"Pudasjärvi Sarakylä","2022","3","23","02:00","52"
"Pudasjärvi Sarakylä","2022","3","24","02:00","52"
"Pudasjärvi Sarakylä","2022","3","25","02:00","51"
"Pudasjärvi Sarakylä","2022","3","26","02:00","68"
"Pudasjärvi Sarakylä","2022","3","27","02:00","64"
"Pudasjärvi Sarakylä","2022","3","28","03:00","62"
"Pudasjärvi Sarakylä","2022","3","29","03:00","62"
"Pudasjärvi Sarakylä","2022","3","30","03:00","62"
