"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Sotkamo Saviaho","2009","9","19","03:00","-1"
"Sotkamo Saviaho","2009","9","20","03:00","-1"
"Sotkamo Saviaho","2009","9","21","03:00","-1"
"Sotkamo Saviaho","2009","9","22","03:00","-1"
"Sotkamo Saviaho","2009","9","23","03:00","-1"
"Sotkamo Saviaho","2009","9","24","03:00","-1"
"Sotkamo Saviaho","2009","9","25","03:00","-1"
"Sotkamo Saviaho","2009","9","26","03:00","-1"
"Sotkamo Saviaho","2009","9","27","03:00","-1"
"Sotkamo Saviaho","2009","9","28","03:00","-1"
